nbs_id,table,category,family,searched,screened,verified,last_run_id,updated,by,note
agroforestry,T3,tool,agroforestry__silvopastoral,done,done,not_started,targeted_discovery_2026-08,2026-08-05,Pete/Claude,targeted discovery fan-out; SRCH logged; extraction parked
agroforestry,T6,stock,agroforestry__homegardens_proximity,done,done,not_started,discovery_crossfam_homegardens_2026-08,2026-08-05,Pete/Claude,targeted discovery fan-out; SRCH logged; extraction parked
agroforestry,T6,updated_lit,agroforestry__homegardens_proximity,done,done,not_started,discovery_crossfam_homegardens_2026-08,2026-08-05,Pete/Claude,targeted discovery fan-out; SRCH logged; extraction parked
agroforestry,T6,grey,agroforestry__homegardens_proximity,done,done,not_started,discovery_crossfam_homegardens_2026-08,2026-08-05,Pete/Claude,targeted discovery fan-out; SRCH logged; extraction parked
agroforestry,T6,tool,agroforestry__homegardens_proximity,done,done,not_started,discovery_crossfam_homegardens_2026-08,2026-08-05,Pete/Claude,targeted discovery fan-out; SRCH logged; extraction parked
agroforestry,T4,stock,agroforestry__homegardens_proximity,done,done,not_started,discovery_crossfam_homegardens_2026-08,2026-08-05,Pete/Claude,targeted discovery fan-out; SRCH logged; extraction parked
agroforestry,T4,updated_lit,agroforestry__homegardens_proximity,done,done,not_started,discovery_crossfam_homegardens_2026-08,2026-08-05,Pete/Claude,targeted discovery fan-out; SRCH logged; extraction parked
agroforestry,T4,grey,agroforestry__homegardens_proximity,done,done,not_started,discovery_crossfam_homegardens_2026-08,2026-08-05,Pete/Claude,targeted discovery fan-out; SRCH logged; extraction parked
agroforestry,T4,tool,agroforestry__homegardens_proximity,done,done,not_started,discovery_crossfam_homegardens_2026-08,2026-08-05,Pete/Claude,targeted discovery fan-out; SRCH logged; extraction parked
agroforestry,T3,stock,agroforestry__homegardens_proximity,done,done,not_started,discovery_crossfam_homegardens_2026-08,2026-08-05,Pete/Claude,targeted discovery fan-out; SRCH logged; extraction parked
agroforestry,T3,updated_lit,agroforestry__homegardens_proximity,done,done,not_started,discovery_crossfam_homegardens_2026-08,2026-08-05,Pete/Claude,targeted discovery fan-out; SRCH logged; extraction parked
agroforestry,T3,grey,agroforestry__homegardens_proximity,done,done,not_started,discovery_crossfam_homegardens_2026-08,2026-08-05,Pete/Claude,targeted discovery fan-out; SRCH logged; extraction parked
agroforestry,T3,tool,agroforestry__homegardens_proximity,done,done,not_started,discovery_crossfam_homegardens_2026-08,2026-08-05,Pete/Claude,targeted discovery fan-out; SRCH logged; extraction parked
agroforestry,T3,stock,agroforestry__cross_family,done,done,not_started,discovery_crossfam_homegardens_2026-08,2026-08-05,Pete/Claude,targeted discovery fan-out; SRCH logged; extraction parked
agroforestry,T3,updated_lit,agroforestry__cross_family,done,done,not_started,discovery_crossfam_homegardens_2026-08,2026-08-05,Pete/Claude,targeted discovery fan-out; SRCH logged; extraction parked
agroforestry,T3,grey,agroforestry__cross_family,done,done,not_started,discovery_crossfam_homegardens_2026-08,2026-08-05,Pete/Claude,targeted discovery fan-out; SRCH logged; extraction parked
agroforestry,T3,tool,agroforestry__cross_family,done,done,not_started,discovery_crossfam_homegardens_2026-08,2026-08-05,Pete/Claude,targeted discovery fan-out; SRCH logged; extraction parked
agroforestry,T6,stock,agroforestry__cross_family,done,done,not_started,discovery_crossfam_homegardens_2026-08,2026-08-05,Pete/Claude,targeted discovery fan-out; SRCH logged; extraction parked
agroforestry,T6,updated_lit,agroforestry__cross_family,done,done,not_started,discovery_crossfam_homegardens_2026-08,2026-08-05,Pete/Claude,targeted discovery fan-out; SRCH logged; extraction parked
agroforestry,T6,grey,agroforestry__cross_family,done,done,not_started,discovery_crossfam_homegardens_2026-08,2026-08-05,Pete/Claude,targeted discovery fan-out; SRCH logged; extraction parked
agroforestry,T6,tool,agroforestry__cross_family,done,done,not_started,discovery_crossfam_homegardens_2026-08,2026-08-05,Pete/Claude,targeted discovery fan-out; SRCH logged; extraction parked
agroforestry,T4,stock,agroforestry__cross_family,done,done,not_started,discovery_crossfam_homegardens_2026-08,2026-08-05,Pete/Claude,targeted discovery fan-out; SRCH logged; extraction parked
agroforestry,T4,updated_lit,agroforestry__cross_family,done,done,not_started,discovery_crossfam_homegardens_2026-08,2026-08-05,Pete/Claude,targeted discovery fan-out; SRCH logged; extraction parked
agroforestry,T4,grey,agroforestry__cross_family,done,done,not_started,discovery_crossfam_homegardens_2026-08,2026-08-05,Pete/Claude,targeted discovery fan-out; SRCH logged; extraction parked
agroforestry,T4,tool,agroforestry__cross_family,done,done,not_started,discovery_crossfam_homegardens_2026-08,2026-08-05,Pete/Claude,targeted discovery fan-out; SRCH logged; extraction parked
agroforestry,T4,stock,agroforestry__regeneration_farmland,done,done,not_started,fmnr_stock_tool_backfill_2026-08,2026-08-05,Pete/Claude,F2 stock+tool backfill; SRCH logged
agroforestry,T4,tool,agroforestry__regeneration_farmland,done,done,not_started,fmnr_stock_tool_backfill_2026-08,2026-08-05,Pete/Claude,F2 stock+tool backfill; SRCH logged
agroforestry,T3,stock,agroforestry__regeneration_farmland,done,done,not_started,fmnr_stock_tool_backfill_2026-08,2026-08-05,Pete/Claude,F2 stock+tool backfill; SRCH logged
agroforestry,T3,tool,agroforestry__regeneration_farmland,done,done,not_started,fmnr_stock_tool_backfill_2026-08,2026-08-05,Pete/Claude,F2 stock+tool backfill; SRCH logged
agroforestry,T6,stock,agroforestry__regeneration_farmland,done,done,not_started,fmnr_stock_tool_backfill_2026-08,2026-08-05,Pete/Claude,F2 stock+tool backfill; SRCH logged
agroforestry,T6,tool,agroforestry__regeneration_farmland,done,done,not_started,fmnr_stock_tool_backfill_2026-08,2026-08-05,Pete/Claude,F2 stock+tool backfill; SRCH logged
forest_restoration,T6,grey,forest_restoration__assisted_regeneration,done,done,not_started,forest_restoration_discovery_2026-08,2026-08-05,Pete/Claude,grey/tool discovery; SRCH logged
forest_restoration,T6,tool,forest_restoration__assisted_regeneration,done,done,not_started,forest_restoration_discovery_2026-08,2026-08-05,Pete/Claude,grey/tool discovery; SRCH logged
forest_restoration,T6,stock,forest_restoration__assisted_regeneration,done,done,not_started,fr_stocklit_finish_2026-08,2026-08-05,Pete/Claude,OpenAlex stock/lit finalised (was in_progress); SRCH logged
forest_restoration,T6,updated_lit,forest_restoration__assisted_regeneration,done,done,not_started,fr_stocklit_finish_2026-08,2026-08-05,Pete/Claude,OpenAlex stock/lit finalised (was in_progress); SRCH logged
forest_restoration,T4,grey,forest_restoration__assisted_regeneration,done,done,not_started,forest_restoration_discovery_2026-08,2026-08-05,Pete/Claude,grey/tool discovery; SRCH logged
forest_restoration,T4,tool,forest_restoration__assisted_regeneration,done,done,not_started,forest_restoration_discovery_2026-08,2026-08-05,Pete/Claude,grey/tool discovery; SRCH logged
forest_restoration,T4,stock,forest_restoration__assisted_regeneration,done,done,not_started,fr_stocklit_finish_2026-08,2026-08-05,Pete/Claude,OpenAlex stock/lit finalised (was in_progress); SRCH logged
forest_restoration,T4,updated_lit,forest_restoration__assisted_regeneration,done,done,not_started,fr_stocklit_finish_2026-08,2026-08-05,Pete/Claude,OpenAlex stock/lit finalised (was in_progress); SRCH logged
forest_restoration,T3,grey,forest_restoration__assisted_regeneration,done,done,not_started,forest_restoration_discovery_2026-08,2026-08-05,Pete/Claude,grey/tool discovery; SRCH logged
forest_restoration,T3,tool,forest_restoration__assisted_regeneration,done,done,not_started,forest_restoration_discovery_2026-08,2026-08-05,Pete/Claude,grey/tool discovery; SRCH logged
forest_restoration,T3,stock,forest_restoration__assisted_regeneration,done,done,not_started,fr_stocklit_finish_2026-08,2026-08-05,Pete/Claude,OpenAlex stock/lit finalised (was in_progress); SRCH logged
forest_restoration,T3,updated_lit,forest_restoration__assisted_regeneration,done,done,not_started,fr_stocklit_finish_2026-08,2026-08-05,Pete/Claude,OpenAlex stock/lit finalised (was in_progress); SRCH logged
forest_restoration,T6,grey,forest_restoration__active_planting,done,done,not_started,forest_restoration_discovery_2026-08,2026-08-05,Pete/Claude,grey/tool discovery; SRCH logged
forest_restoration,T6,tool,forest_restoration__active_planting,done,done,not_started,forest_restoration_discovery_2026-08,2026-08-05,Pete/Claude,grey/tool discovery; SRCH logged
forest_restoration,T6,stock,forest_restoration__active_planting,done,done,not_started,fr_stocklit_finish_2026-08,2026-08-05,Pete/Claude,OpenAlex stock/lit finalised (was in_progress); SRCH logged
forest_restoration,T6,updated_lit,forest_restoration__active_planting,done,done,not_started,fr_stocklit_finish_2026-08,2026-08-05,Pete/Claude,OpenAlex stock/lit finalised (was in_progress); SRCH logged
forest_restoration,T4,grey,forest_restoration__active_planting,done,done,not_started,forest_restoration_discovery_2026-08,2026-08-05,Pete/Claude,grey/tool discovery; SRCH logged
forest_restoration,T4,tool,forest_restoration__active_planting,done,done,not_started,forest_restoration_discovery_2026-08,2026-08-05,Pete/Claude,grey/tool discovery; SRCH logged
forest_restoration,T4,stock,forest_restoration__active_planting,done,done,not_started,fr_stocklit_finish_2026-08,2026-08-05,Pete/Claude,OpenAlex stock/lit finalised (was in_progress); SRCH logged
forest_restoration,T4,updated_lit,forest_restoration__active_planting,done,done,not_started,fr_stocklit_finish_2026-08,2026-08-05,Pete/Claude,OpenAlex stock/lit finalised (was in_progress); SRCH logged
forest_restoration,T3,grey,forest_restoration__active_planting,done,done,not_started,forest_restoration_discovery_2026-08,2026-08-05,Pete/Claude,grey/tool discovery; SRCH logged
forest_restoration,T3,tool,forest_restoration__active_planting,done,done,not_started,forest_restoration_discovery_2026-08,2026-08-05,Pete/Claude,grey/tool discovery; SRCH logged
forest_restoration,T3,stock,forest_restoration__active_planting,done,done,not_started,fr_stocklit_finish_2026-08,2026-08-05,Pete/Claude,OpenAlex stock/lit finalised (was in_progress); SRCH logged
forest_restoration,T3,updated_lit,forest_restoration__active_planting,done,done,not_started,fr_stocklit_finish_2026-08,2026-08-05,Pete/Claude,OpenAlex stock/lit finalised (was in_progress); SRCH logged
forest_restoration,T4,grey,forest_restoration__passive_regeneration,done,done,not_started,forest_restoration_discovery_2026-08,2026-08-05,Pete/Claude,grey/tool discovery; SRCH logged
forest_restoration,T4,tool,forest_restoration__passive_regeneration,done,done,not_started,forest_restoration_discovery_2026-08,2026-08-05,Pete/Claude,grey/tool discovery; SRCH logged
forest_restoration,T4,stock,forest_restoration__passive_regeneration,done,done,not_started,fr_stocklit_finish_2026-08,2026-08-05,Pete/Claude,OpenAlex stock/lit finalised (was in_progress); SRCH logged
forest_restoration,T4,updated_lit,forest_restoration__passive_regeneration,done,done,not_started,fr_stocklit_finish_2026-08,2026-08-05,Pete/Claude,OpenAlex stock/lit finalised (was in_progress); SRCH logged
forest_restoration,T6,grey,forest_restoration__passive_regeneration,done,done,not_started,forest_restoration_discovery_2026-08,2026-08-05,Pete/Claude,grey/tool discovery; SRCH logged
forest_restoration,T6,tool,forest_restoration__passive_regeneration,done,done,not_started,forest_restoration_discovery_2026-08,2026-08-05,Pete/Claude,grey/tool discovery; SRCH logged
forest_restoration,T6,stock,forest_restoration__passive_regeneration,done,done,not_started,fr_stocklit_finish_2026-08,2026-08-05,Pete/Claude,OpenAlex stock/lit finalised (was in_progress); SRCH logged
forest_restoration,T6,updated_lit,forest_restoration__passive_regeneration,done,done,not_started,fr_stocklit_finish_2026-08,2026-08-05,Pete/Claude,OpenAlex stock/lit finalised (was in_progress); SRCH logged
forest_restoration,T3,grey,forest_restoration__passive_regeneration,done,done,not_started,forest_restoration_discovery_2026-08,2026-08-05,Pete/Claude,grey/tool discovery; SRCH logged
forest_restoration,T3,tool,forest_restoration__passive_regeneration,done,done,not_started,forest_restoration_discovery_2026-08,2026-08-05,Pete/Claude,grey/tool discovery; SRCH logged
forest_restoration,T3,stock,forest_restoration__passive_regeneration,done,done,not_started,fr_stocklit_finish_2026-08,2026-08-05,Pete/Claude,OpenAlex stock/lit finalised (was in_progress); SRCH logged
forest_restoration,T3,updated_lit,forest_restoration__passive_regeneration,done,done,not_started,fr_stocklit_finish_2026-08,2026-08-05,Pete/Claude,OpenAlex stock/lit finalised (was in_progress); SRCH logged
water_harvesting_conservation,T3,stock,water_harvesting__runoff_catchment,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T3,updated_lit,water_harvesting__runoff_catchment,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T3,grey,water_harvesting__runoff_catchment,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T3,tool,water_harvesting__runoff_catchment,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T4,stock,water_harvesting__runoff_catchment,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T4,updated_lit,water_harvesting__runoff_catchment,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T4,grey,water_harvesting__runoff_catchment,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T4,tool,water_harvesting__runoff_catchment,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T6,stock,water_harvesting__runoff_catchment,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T6,updated_lit,water_harvesting__runoff_catchment,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T6,grey,water_harvesting__runoff_catchment,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T6,tool,water_harvesting__runoff_catchment,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T4,stock,water_harvesting__micro_catchment,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T4,updated_lit,water_harvesting__micro_catchment,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T4,grey,water_harvesting__micro_catchment,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T4,tool,water_harvesting__micro_catchment,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T3,stock,water_harvesting__micro_catchment,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T3,updated_lit,water_harvesting__micro_catchment,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T3,grey,water_harvesting__micro_catchment,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T3,tool,water_harvesting__micro_catchment,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T6,stock,water_harvesting__micro_catchment,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T6,updated_lit,water_harvesting__micro_catchment,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T6,grey,water_harvesting__micro_catchment,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T6,tool,water_harvesting__micro_catchment,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T3,stock,water_harvesting__terracing,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T3,updated_lit,water_harvesting__terracing,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T3,grey,water_harvesting__terracing,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T3,tool,water_harvesting__terracing,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T6,stock,water_harvesting__terracing,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
