evidence_id,source_id,nbs_id,suitability_family_id,variable,relationship,context,use_role,evidence_type,claim_basis,claim_scope,lineage_of,extraction_confidence,quote,page,reviewer_ok,raw_name,taxon,observed_dataset,attribution,locator_type,locator,commit_sha,justification_quote,justification_page,selection_justification,selection_justification_page,review_state,ruleset_version
ev_t6_foodsec_ferttree_castle21_8,castle_sr_2021,agroforestry,agroforestry__planted_silvoarable,food_security,"{""outcome"": ""food_crop_value"", ""pct_increase"": 35, ""absolute_value"": 12447, ""unit"": ""MWK_per_acre"", ""sd"": 4615.59, ""p_value"": ""<0.01"", ""context"": ""fertilizer tree adoption, Malawi (Coulibaly et al. 2017)""}","{""variable_type"": ""opportunity_space_variable"", ""effect_direction"": ""strong_positive"", ""claim_basis_note"": ""quantified_observation reported in SR from Coulibaly et al. 2017"", ""timescale_of_effect"": ""medium_term_3_7yr"", ""conditionality"": ""smallholder adoption of fertilizer trees; severe soil fertility context""}",nbs_effect,literature_relationship,cited_secondary,practice_technology,,high,"In Coulibaly et al. (2017), food security is measured in terms of food crop value, and they find a strong, positive increase in their study of fertilizer trees in Malawi. They concluded that adopters of fertilizer trees were more food secure due to significantly higher maize yields and food crop values than nonadopters. For the full sample, they find that fertilizer trees increased food crop value by 35%, or 12,447 Malawian Kwacha (MWK) per acre (SD: 4615.59, p < .01), as discussed previously in the yields section.",25,false,food crop value increase fertilizer tree adoption Malawi,,,Castle et al. 2021 (Campbell SR) p.25 — Coulibaly et al. (2017) reported,page,,,,,,,,2026-06-18.section-scope
ev_t6_foodsec_synthesis_castle21_9,castle_sr_2021,agroforestry,agroforestry__planted_silvoarable,food_security,,"{""variable_type"": ""opportunity_space_variable"", ""effect_direction"": ""strong_positive"", ""claim_basis_note"": ""narrative_synthesis reported in SR from Coulibaly et al. 2017"", ""timescale_of_effect"": ""medium_term_3_7yr"", ""conditionality"": ""adoption of fertilizer trees; smallholder farming systems""}",nbs_effect,scoping_candidate,cited_secondary,practice_technology,,high,"In Coulibaly et al. ( 2017), food security is measured in terms of food crop value, and they find a strong, positive increase in their study of fertilizer trees in Malawi. They concluded that adopters of fertilizer trees were more food secure due to significantly higher maize yields and food crop values than nonadopters.",25,false,food security conclusion fertilizer tree adopters vs non-adopters Malawi,,,Castle et al. 2021 (Campbell SR) p.25 — Coulibaly et al. (2017) reported,page,,,,,,,,2026-06-18.section-scope
ev_t6_biodiv_esi_castle21_10,castle_sr_2021,agroforestry,agroforestry__planted_silvoarable,biodiversity_outcome,"{""index"": ""ESI_0_to_2_scale"", ""components"": [""biodiversity_conservation"", ""carbon_sequestration""], ""context"": ""PES silvopasture program, Colombia (Pagiola et al. 2016)"", ""note"": ""Quantitative ESI effect not supported by this quote; quote describes index structure only — extend quote or source separate evidence unit for the >60%/p<0.01 claim""}","{""variable_type"": ""opportunity_space_variable"", ""effect_direction"": ""strong_positive"", ""claim_basis_note"": ""quantified_observation reported in SR from Pagiola et al. 2016"", ""family_note"": ""study is F3 silvopastoral; mapped here as general agroforestry proxy — note attribution"", ""conditionality"": ""PES incentive provision required"", ""timescale_of_effect"": ""medium_term_3_7yr""}",nbs_effect,literature_relationship,cited_secondary,practice_technology,,low,"They assessed the effects of silvopasture on an environmental service index (ESI, 0–2 point scale), which aggregates indices of the biodiversity conservation and carbon sequestration services.",25,false,ESI silvopasture biodiversity carbon PES Colombia,,,"[VERIFY-FLAG unsupported: Quote describes only the ESI scale definition (0-2, two components). The quantitative claims esi_ha_increase_pct=>60 and esi_ha_p=<0.01 are not present in the quoted text — they come from a different sentence/passage not captured in this quote.] Castle et al. 2021 (Campbell SR) p.25 — Pagiola et al. (2016) reported; family attribution is F3 silvopastoral",page,,,,,,,,
ev_t6_ecosvc_baseline_castle21_11,castle_sr_2021,agroforestry,agroforestry__planted_silvoarable,ecosystem_service,,"{""variable_type"": ""opportunity_space_variable"", ""effect_direction"": ""moderate_positive"", ""claim_basis_note"": ""narrative_synthesis — SR EGM discussion"", ""services_enumerated"": [""erosion_protection"", ""climate_mitigation_adaptation"", ""soil_fertility"", ""biodiversity"", ""carbon_sequestration""], ""note"": ""Stated as baseline assumptions; impact evaluations rarely formally measured these outcomes""}",nbs_effect,scoping_candidate,cited_secondary,practice_technology,,medium,"The baseline assumptions in many of the studies are that agroforestry provides one or more of the following ecosystem services: protect crops from wind and soil erosion, help farmers in climate change mitigation and adaptation, improve soil fertility, sustain biodiversity, and sequester carbon.",26,false,agroforestry ecosystem services baseline assumptions enumerated,,,Castle et al. 2021 (Campbell SR) p.26 — EGM ecosystem service discussion,page,,,,,,,,
ev_t6_ecosvc_firewood_castle21_12,castle_sr_2021,agroforestry,agroforestry__planted_silvoarable,ecosystem_service,"{""outcome"": ""firewood_purchase_reduction_pct_points"", ""lower_nyando_pct_pt"": 49, ""middle_nyando_pct_pt"": 4, ""service_type"": ""energy_provisioning"", ""context"": ""Kenya agroforestry program (Thorlakson & Neufeldt 2012)""}","{""variable_type"": ""opportunity_space_variable"", ""effect_direction"": ""strong_positive"", ""claim_basis_note"": ""quantified_observation reported in SR from Thorlakson & Neufeldt 2012"", ""equity_note"": ""especially important for women as primary firewood collectors"", ""timescale_of_effect"": ""medium_term_3_7yr""}",nbs_effect,literature_relationship,cited_secondary,practice_technology,,high,Agroforestry led to significant reductions in fuel wood purchased (49 percentage point reduction in households purchasing firewood in Lower Nyando and a 4% point reduction in households purchasing firewood in Middle Nyando),26,true,firewood purchase reduction agroforestry Kenya,,,[reviewed 2026-08-06 by Namita-J; reason:confirmed_pass] [reviewed 2026-07-15 by Namita-J; reason:confirmed_pass] [reviewed 2026-07-02 by Namita-J; reason:confirmed_pass] Castle et al. 2021 (Campbell SR) p.26 — Thorlakson & Neufeldt (2012) reported,page,,,,,,,,
ev_t6_adoption_place_castle21_13,castle_sr_2021,agroforestry,agroforestry__planted_silvoarable,adoption_rate,"{""adoption_rate_end_pct"": 22, ""adoption_rate_baseline_pct"": 10, ""context"": ""fertilizer tree adoption pilot villages, Kenya (Place et al. 2005 via Castle SR)""}","{""variable_type"": ""opportunity_space_variable"", ""effect_direction"": ""moderate_positive"", ""claim_basis_note"": ""quantified_observation reported in SR from Place et al. 2005"", ""note"": ""Adoption rate roughly doubled from baseline 10% to 22%; extension-supported program""}",nbs_effect,literature_relationship,cited_secondary,practice_technology,,medium,"Place et al. (2005) found that 22% of farmers in the pilot villages adopted fertilizer trees, from about 10% of farmers who were practicing agroforestry at the start of the program.",26,true,fertilizer tree adoption rate Kenya Place 2005,,,[reviewed 2026-08-06 by Namita-J; reason:confirmed_pass] [reviewed 2026-07-15 by Namita-J; reason:confirmed_pass] [reviewed 2026-07-02 by Namita-J; reason:confirmed_pass] Castle et al. 2021 (Campbell SR) p.26 — Place et al. (2005) reported,page,,,,,,,,
ev_t6_cs_global_split_sprenkle24_1,sprenkle_hyppolite_2024,agroforestry,agroforestry__planted_silvoarable,carbon_sequestration,"{""direction"": ""positive"", ""magnitude_cropland"": 1.86, ""magnitude_grazing"": 1.45, ""unit"": ""PgCO2_yr"", ""context"": ""global maximum technical potential; croplands and grazing lands are separate figures, not bounds of a range; Delphi-expert-calibrated tree cover x Cook-Patton carbon accumulation rates"", ""conditionality"": ""yield-safeguarded tree cover maximum; excludes shade-agroforestry; excludes Boreal; 30-year accumulation basis""}",,nbs_effect,literature_relationship,modelled,practice_technology,,low,"The global estimated maximum technical CO2 removal potential is split between croplands (1.86 PgCO2 yr− 1) and grazing lands (1.45 PgCO2 yr− 1), with large variances.",1,false,carbon_sequestration,,,"[VERIFY-FLAG mismatch: Quote gives two separate land-use totals (croplands=1.86, grazing=1.45); encoding as magnitude_low/magnitude_high implies a min-max range on a single estimate, which misrepresents the data.] Sprenkle-Hyppolite et al. 2024 (primary)",page,,,,,,,,
ev_t6_cs_30yr_headline_sprenkle24_2,sprenkle_hyppolite_2024,agroforestry,agroforestry__planted_silvoarable,carbon_sequestration,"{""direction"": ""positive"", ""magnitude_max"": 3.3, ""area_ha"": 2600000000, ""unit"": ""PgCO2_yr"", ""context"": ""combined cropland + grazing land; yield-safeguarded; maximum technical potential (\""up to\""); 30-year basis not stated in this quote""}",,nbs_effect,literature_relationship,modelled,practice_technology,,low,increasing tree cover in 2.6 billion hectares of agricultural landscapes may remove up to 3.3 billion tons of CO2 per year – more than the global annual emissions from cars.,1,false,carbon_sequestration,,,"[VERIFY-FLAG mismatch: Quote says ""up to 3.3 billion tons"" (upper bound); magnitude: 3.3 without a bound flag loses this. Also, ""30-year accumulation basis"" in the context note is not stated in this quote — unsupported addition.]",page,,,,,,,,
ev_t6_cs_trop_cropland_sprenkle24_3,sprenkle_hyppolite_2024,agroforestry,agroforestry__planted_silvoarable,carbon_sequestration,"{""direction"": ""positive"", ""magnitude_trop"": 2.8, ""magnitude_trop_sd"": 0.45, ""magnitude_temp"": 1.2, ""magnitude_temp_sd"": 0.22, ""unit"": ""MgCO2_ha_yr"", ""context"": ""cropland; tropical vs temperate per-hectare rates; annual carbon accumulation""}",,nbs_effect,literature_relationship,modelled,practice_technology,,high,tropical/subtropical biomes are likely to contain slightly over half (54%) of the global potential for TCA in croplands at 1.0 Pg CO2 yr- 1; with more than double the per hectare carbon accumulation rate at 2.8 Mg CO2 ha- 1 yr- 1 (SD = 0.45) in tropics vs. 1.2 Mg CO2 ha- 1 yr- 1 (SD = 0.22) in temperate.,11,false,carbon_sequestration,,,,page,,,,,,,,
ev_t6_cs_trop_grazing_sprenkle24_4,sprenkle_hyppolite_2024,agroforestry,agroforestry__silvopastoral,carbon_sequestration,"{""direction"": ""positive"", ""magnitude_trop"": 1.6, ""magnitude_trop_sd"": 0.47, ""magnitude_temp"": 0.4, ""magnitude_temp_sd"": 0.19, ""unit"": ""MgCO2_ha_yr"", ""context"": ""grazing land (silvopastoral); tropical vs temperate per-hectare rates; annual carbon accumulation""}",,nbs_effect,literature_relationship,modelled,practice_technology,,high,Tropical/subtropical biomes also contain an estimated 73% of the potential from TCA in grazing lands at 1.1 Pg CO2 yr- 1 with 3.5 times the per hectare carbon accumulation rate at 1.6 Mg CO2 ha- 1 yr- 1 (SD = 0.47) in tropics vs. 0.4 Mg CO2 ha- 1 yr- 1 (SD = 0.19) in temperate.,11,false,carbon_sequestration,,,,page,,,,,,,,
ev_t6_cs_africa_hotspot_sprenkle24_5,sprenkle_hyppolite_2024,agroforestry,agroforestry__planted_silvoarable,carbon_sequestration,"{""direction"": ""positive"", ""context"": ""Sub-Saharan Africa croplands; highest per-hectare CO2 removal potential globally; Gabon, Benin, Republic of Congo, Togo""}",,nbs_effect,literature_relationship,modelled,practice_technology,,medium,"Central and West Africa appear to contain hotspots of CO2 removal potential in croplands, with the top four countries globally in terms of potential per hectare of cropland being Gabon, Benin, Republic of Congo, and Togo.",11,false,carbon_sequestration,,,,page,,,,,,,,
ev_t6_yield_safeguard_sprenkle24_6,sprenkle_hyppolite_2024,agroforestry,agroforestry__planted_silvoarable,crop_yield,"{""direction"": ""no_change"", ""context"": ""Delphi expert elicitation constrained tree cover to levels that do not reduce long-term agricultural yields; yield safeguard is design condition, not observed outcome"", ""conditionality"": ""requires careful system design and monitoring; yield impacts vary by shade tolerance of crop and spatial arrangement of trees""}",,nbs_effect,literature_relationship,expert_assertion,practice_technology,,high,"estimating opportunities to increase tree cover without reducing yields, therefore avoiding a major cost barrier to restoration: the opportunity cost of CO2 removal at the expense of agriculture yields.",1,false,crop_yield,,,,page,,,,,,,,
ev_t6_yield_shade_warning_sprenkle24_7,sprenkle_hyppolite_2024,agroforestry,agroforestry__planted_silvoarable,crop_yield,"{""direction"": ""risk_of_negative"", ""context"": ""forested biomes; mean maximum tree cover ~35%; shade-agroforestry level; shade-intolerant crops at risk of yield reduction"", ""conditionality"": ""applies where mean expert estimation approached shade-agroforestry levels (~35% canopy cover)""}",,nbs_effect,scoping_candidate,expert_assertion,practice_technology,,medium,"The mean estimation across forested biomes was around 35%, a level that is sometimes considered shade-agroforestry, so these estimations must be applied with caution and close monitoring of agricultural yield impacts on shade-intolerant crops.",11,false,crop_yield,,,,page,,,,,,,,2026-06-18.section-scope
ev_t6_soc_regencite_sprenkle24_8,sprenkle_hyppolite_2024,agroforestry,agroforestry__planted_silvoarable,soil_organic_carbon,"{""direction"": ""positive"", ""context"": ""agroforestry general; soil carbon retention and regeneration benefit cited; no quantification in this paper""}",,nbs_effect,scoping_candidate,cited_secondary,practice_technology,"Lorenz K, Lal R. Soil organic carbon sequestration in agroforestry systems. Agron Sustain Dev. 2014;34:443-54.",low,"Trees in agriculture aid in regenerating and retaining soil carbon [40], improve biodiversity [18, 50], and provide other ecosystem services related to air, water, and carbon [33].",2,false,soil_organic_carbon,,,Lorenz & Lal 2014 (cited as ref [40] in Sprenkle-Hyppolite et al. 2024),page,,,,,,,,2026-06-18.section-scope
ev_t3_grndwtr_recharge_fsrp22_1,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,flood_hazard,,"{""hazard_type"": ""flood"", ""farming_system"": ""all"", ""risk_role"": ""livelihood_mitigation"", ""mitigation_potential"": ""moderate"", ""timescale_of_effect"": ""medium_term_3_7yr"", ""landscape_scale"": true, ""country_context"": ""Eastern and Southern Africa (MPA)""}",climate_risk,scoping_candidate,primary_measured,practice_technology,,medium,"Sub-pillar 3.2 will support (a) regenerative agricultural practices and soil and water conservation measures consistent with sustainable, productive, and CSA (including the promotion and adoption of low and zero tillage or system of rice intensification and other practices to improve drought tolerance and soil water retention capacity or reduce excessive evapotranspiration); (b) stream and groundwater control, including small-scale storage; (c) irrigation development, rehabilitation, and/or improvement; (d) the protection and restoration of natural catchments, riverbanks, and groundwater recharge including through forest restoration, agroforestry, and silvopastoral systems; (e) local-level infrastructure such as multipurpose reservoirs for livestock and drinking water culverts and minor flood protection works",39,false,"protection and restoration of natural catchments, riverbanks, and groundwater recharge",,,,page,,,,,,,,2026-06-18.section-scope
ev_t3_erosion_runoff_fsrp22_2,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,erosion_hazard,,"{""hazard_type"": ""erosion"", ""farming_system"": ""all"", ""risk_role"": ""livelihood_mitigation"", ""mitigation_potential"": ""moderate"", ""timescale_of_effect"": ""medium_term_3_7yr"", ""landscape_scale"": true, ""country_context"": ""Eastern and Southern Africa (MPA)"", ""note"": ""agroforestry named as one of the sub-pillar NRM practices in same paragraph""}",climate_risk,scoping_candidate,primary_measured,practice_technology,,medium,"Sub-pillar 3.2 will support (a) regenerative agricultural practices and soil and water conservation measures consistent with sustainable, productive, and CSA (including the promotion and adoption of low and zero tillage or system of rice intensification and other practices to improve drought tolerance and soil water retention capacity or reduce excessive evapotranspiration); (b) stream and groundwater control, including small-scale storage; (c) irrigation development, rehabilitation, and/or improvement; (d) the protection and restoration of natural catchments, riverbanks, and groundwater recharge including through forest restoration, agroforestry, and silvopastoral systems; (e) local-level infrastructure such as multipurpose reservoirs for livestock and drinking water culverts and minor flood protection works; (f) livestock management, including the development of water points including for pastoralists; (g) sustainable natural resource-based livelihoods identified by community groups, such as nontimber forest products, beekeeping, green charcoal, nature based tourism, and so forth; (h) the restoration of ecosystem services including those of wetlands, forest reserves, and oases; (i) activities to improve carbon sequestration, restore land or prevent land degradation, and reduce surface runoffs and soil erosion; (j) investments in sustainable rural energy, including biomass, solar water lifting devices, or other measures to reduce energy use in agricultural production; and (k) conservation of landscape biodiversity or otherwise promotion of CSA.",39,false,reduce surface runoffs and soil erosion,,,,page,,,,,,,,2026-06-18.section-scope
ev_t3_grndwtr_mad_fsrp22_3,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,flood_hazard,,"{""hazard_type"": ""flood"", ""farming_system"": ""all"", ""risk_role"": ""livelihood_mitigation"", ""mitigation_potential"": ""moderate"", ""timescale_of_effect"": ""medium_term_3_7yr"", ""landscape_scale"": true, ""country_context"": ""Madagascar""}",climate_risk,scoping_candidate,primary_measured,practice_technology,,medium,"Subcomponent 2.2 will focus on investments in productive assets with a focus on water resources management, water services, and watershed management for climate adaptation and mitigation. It will support (a) practices that promote soil and water conservation including agronomic measures and CSA practices; (b) stream and groundwater control including small-scale storage; (c) rainwater harvesting, natural catchment protection, riverbank restoration, agroforestry, silvopastoral systems, and sustainable rural energy to restore forest cover and groundwater recharge;",115,false,"agroforestry, silvopastoral systems to restore forest cover and groundwater recharge",,,,page,,,,,,,,2026-06-18.section-scope
ev_t3_watershed_erosion_mad_fsrp22_4,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,erosion_hazard,,"{""hazard_type"": ""erosion"", ""farming_system"": ""all"", ""risk_role"": ""livelihood_mitigation"", ""mitigation_potential"": ""moderate"", ""timescale_of_effect"": ""medium_term_3_7yr"", ""landscape_scale"": true, ""country_context"": ""Madagascar"", ""note"": ""agroforestry explicitly named as the practice under Component 2(b) of same paragraph""}",climate_risk,scoping_candidate,primary_measured,practice_technology,,medium,"Privileging integrated, participatory, and decentralized approaches, Component 2 will contribute to (a) protecting watersheds by reducing erosion and sedimentation and increasing water infiltration; (b) increasing the productivity and sustainability of agricultural production based on the adoption of agroecological and improved agroforestry reforestation practices; and (c) building the capacity of communities to implement landscape or watershed upgrades and the capacity of WUAs to sustainably manage irrigation infrastructure.",115,false,reducing erosion and sedimentation and increasing water infiltration,,,,page,,,,,,,,2026-06-18.section-scope
ev_t3_agro_reforest_mad_fsrp22_5,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,climate_shock,,"{""hazard_type"": ""erosion"", ""farming_system"": ""cropping_rainfed"", ""risk_role"": ""livelihood_mitigation"", ""mitigation_potential"": ""moderate"", ""timescale_of_effect"": ""medium_term_3_7yr"", ""landscape_scale"": false, ""country_context"": ""Madagascar""}",climate_risk,scoping_candidate,primary_measured,practice_technology,,medium,"Privileging integrated, participatory, and decentralized approaches, Component 2 will contribute to (a) protecting watersheds by reducing erosion and sedimentation and increasing water infiltration; (b) increasing the productivity and sustainability of agricultural production based on the adoption of agroecological and improved agroforestry reforestation practices; and (c) building the capacity of communities to implement landscape or watershed upgrades and the capacity of WUAs to sustainably manage irrigation infrastructure.",115,false,agroecological and improved agroforestry reforestation practices,,,,page,,,,,,,,2026-06-18.section-scope
ev_t3_agro_tech_eth_fsrp22_6,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,climate_shock,,"{""hazard_type"": ""erosion"", ""farming_system"": ""cropping_rainfed"", ""risk_role"": ""livelihood_mitigation"", ""mitigation_potential"": ""low"", ""timescale_of_effect"": ""medium_term_3_7yr"", ""landscape_scale"": false, ""country_context"": ""Ethiopia""}",climate_risk,scoping_candidate,primary_measured,practice_technology,,medium,"Many of these and other technologies will help farmers adapt to climate change, reduce their GHG emissions, and increase their sequestration of carbon. Specifically, technologies supporting soil and water conversation and agroforestry will enhance carbon sequestration. Technologies around irrigated agriculture, acid soil, and soil nutrient management will ensure judicious fertilizer use and help reduce the emission intensity of agricultural fields, while mechanization technologies will focus on energy efficiency and reduce overall emissions.",89,false,agroforestry technologies — soil and water conservation,,,,page,,,,,,,,2026-06-18.section-scope
ev_t3_agro_csm_eth_fsrp22_7,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,climate_shock,,"{""hazard_type"": ""flood"", ""farming_system"": ""all"", ""risk_role"": ""livelihood_mitigation"", ""mitigation_potential"": ""low"", ""timescale_of_effect"": ""medium_term_3_7yr"", ""landscape_scale"": false, ""country_context"": ""Ethiopia"", ""note"": ""part of climate-smart technology classification approved by WB MDB Common Principles""}",climate_risk,scoping_candidate,primary_measured,practice_technology,,medium,"Families of technology supported by the project will include (a) irrigated agriculture management technologies, (b) acid soil and vertisol management technologies, (c) integrated soil nutrient and crop management technologies, (d) soil and water conservation technologies, (e) agroforestry technologies",89,false,agroforestry technologies,,,Annex A.C.1 of the 2020 Joint Report on Multilateral Development Banks' Climate Finance,page,,,,,,,,
ev_t3_trees_woodlots_mad_fsrp22_8,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,climate_shock,,"{""hazard_type"": ""erosion"", ""farming_system"": ""mixed_crop_livestock"", ""risk_role"": ""livelihood_mitigation"", ""mitigation_potential"": ""low"", ""timescale_of_effect"": ""medium_term_3_7yr"", ""landscape_scale"": true, ""country_context"": ""Madagascar""}",climate_risk,scoping_candidate,primary_measured,practice_technology,,medium,"subcomponent will generally seek to increase the use of trees and woodlots in agricultural landscapes through the promotion of reforestation, improved grazing, and agroforestry and agroecological approaches. These interventions also aim to promote positive behavioral change among beneficiary communities to protect the natural resource base upstream and downstream. This will contribute to sustainable adoption of climate-smart agricultural practices and carbon sequestration and emission reduction benefits.",116,false,trees and woodlots in agricultural landscapes — agroforestry and agroecological approaches,,,,page,,,,,,,,2026-06-18.section-scope
ev_t6_total_cost_fsrp22_1,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,project_cost,,,nbs_effect,scoping_candidate,primary_measured,practice_technology,,low,"Total Project Cost 
 873.60",12,false,Total Project Cost,,,"[VERIFY-FLAG unsupported: Quote fragment ('Total Project Cost 873.60') contains no unit label; 'usd_million' and 'excludes taxes' are asserted in the relationship but absent from the quote. Number matches but unit is inferred, not stated.] World Bank Food Systems Resilience Program for Eastern and Southern Africa (P178566), Phase 1, 2022. Countries: Ethiopia, Madagascar, regional (AFE).",page,,,,,,,,
ev_t6_total_cost_fsrp22_2,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,project_cost,,,nbs_effect,scoping_candidate,primary_measured,practice_technology,,low,"Total Financing 
 873.60
of which IBRD/IDA  
 788.10",12,false,of which IBRD/IDA,,,"[VERIFY-FLAG unsupported: Unit 'usd_million' not stated in quote fragment. Additionally, source_note claims 'IDA Credit 479.05 + IDA Grant 309.05' but those sub-totals do not appear in the quoted text. Core number 788.1 matches quote but unit and sub-breakdown are unverifiable from the quote.] World Bank FSRP Phase 1 (P178566) financing summary table, 2022.",page,,,,,,,,
ev_t6_comp2_cost_fsrp22_3,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,project_cost,,,nbs_effect,scoping_candidate,primary_measured,practice_technology,,low,"Supporting the Sustainable Development of Natural Resources for Resilient 
Agricultural Landscapes  
 267.66",11,false,Supporting the Sustainable Development of Natural Resources for Resilient Agricultural Landscapes,,,"[VERIFY-FLAG unsupported: Unit 'usd_million' not stated in quote fragment. Source_note adds 'includes agroforestry, silvopastoral, watershed restoration sub-activities' which is not in the quoted text. Number 267.66 matches.] World Bank FSRP Phase 1 (P178566) components summary, 2022. NbS-relevant component: explicitly includes agroforestry and silvopastoral systems (PAD para 55d).",page,,,,,,,,
ev_t6_comp1_cost_fsrp22_4,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,project_cost,,,nbs_effect,scoping_candidate,primary_measured,practice_technology,,low,"(Re-)building Resilient Agriculture Production Capacity  
 277.07",11,false,(Re-)building Resilient Agriculture Production Capacity,,,"[VERIFY-FLAG unsupported: Unit 'usd_million' not stated in quote fragment. Source_note adds 'includes agroforestry technologies sub-activity' not in quote. Number 277.07 matches.] World Bank FSRP Phase 1 (P178566) components summary, 2022. Agroforestry technologies listed as a supported technology family (PAD para 22e).",page,,,,,,,,
ev_t6_beneficiaries_fsrp22_5,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,beneficiaries,"{""low"": 1637600, ""high"": 1637600, ""unit"": ""farmers"", ""source_note"": ""Phase 1 end-target farmers adopting resilience-enhancing technologies/practices; 30% female; 40% climate-resilient technologies""}",,nbs_effect,literature_relationship,primary_measured,practice_technology,,high,"Farmers adopting resilience-enhancing technologies and practices (number)
(percentage of female farmers)
(percentage of climate-resilient technologies)  
0 
1,637,600  
(30) 
(40)",31,false,Farmers adopting resilience-enhancing technologies and practices,,,"World Bank FSRP Phase 1 (P178566) PrDO indicator table (Table 1), 2022. Countries: Ethiopia, Madagascar.",page,,,,,,,,
ev_t6_land_slm_fsrp22_6,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,beneficiaries,"{""low"": 250000, ""high"": 250000, ""unit"": ""hectares"", ""source_note"": ""Phase 1 end-target land area under sustainable land management practices; variable should be land_area or slm_area, not beneficiaries""}",,nbs_effect,literature_relationship,primary_measured,practice_technology,,low,"Land area under sustainable land management practices (hectares) 
0 
250,000",31,false,Land area under sustainable land management practices,,,"[VERIFY-FLAG mismatch: Variable assigned as 'beneficiaries' but quote is about land area under SLM practices (hectares). This is a land/area variable, not a beneficiary count. Numeric value 250,000 and unit 'hectares' match the quote correctly.] World Bank FSRP Phase 1 (P178566) PrDO indicator table (Table 1), 2022.",page,,,,,,,,
ev_t6_eirr_fsrp22_7,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,economic_return,"{""threshold"": 25.8, ""unit"": ""percent_eirr"", ""source_note"": ""Phase 1 EIRR at 6% social discount rate; NPV US$1,131.85M; excludes GHG sequestration benefits and shadow price of carbon""}",,nbs_effect,literature_relationship,primary_measured,practice_technology,,high,"Based on total economic values costing US$873.07 
million37 and a social discount rate of 6 percent, Phase 1 is expected to have a net present value (NPV) of 
US$1,131.85 million and an economic internal rate of return (EIRR) of 25.8 percent.",55,false,economic internal rate of return (EIRR),,,"World Bank FSRP Phase 1 (P178566) economic analysis section, para 112, 2022.",page,,,,,,,,
ev_t6_eirr_spc_fsrp22_8,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,economic_return,"{""opt_low"": 27.9, ""opt_high"": 72.9, ""unit"": ""percent_eirr"", ""source_note"": ""EIRR range when shadow price of carbon added; market SPC=27.9%, low SPC=40.4%, high SPC=72.9%, average SPC=52.1%; carbon sequestration 6.8–47.8% of benefits""}",,nbs_effect,literature_relationship,primary_measured,practice_technology,,high,"Adding 
the SPC to the analysis increases the EIRR to 27.9, 40.4, 72.9 and 52.1 percent, using the World Bank’s market, 
low, and high and average SPCs, respectively, while the contribution of carbon sequestration varies from 6.8 to 
31.5 to 47.8 percent of overall benefits, respectively.",55,false,EIRR with shadow price of carbon,,,"World Bank FSRP Phase 1 (P178566) economic analysis section, para 113, 2022.",page,,,,,,,,
ev_t6_yield_cereals_fsrp22_9,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,crop_yield,"{""opt_low"": 10, ""opt_high"": 20, ""unit"": ""percent_change"", ""source_note"": ""Yr-3 intermediate target: +10%; end-target (Yr-7): +20% yield change in cereals/pulses for directly benefiting households""}",,nbs_effect,literature_relationship,primary_measured,practice_technology,,medium,"Change in yields of targeted crops/livestock 
products in targeted households benefiting 
directly from the project (percentage) crops 
(cereals, pulses) 
0 
 
 
10 
 
 
 
20",85,false,"Change in yields of targeted crops (cereals, pulses)",,,"World Bank FSRP Phase 1 (P178566) results framework, page 76, 2022. Ethiopia component.",page,,,,,,,,
ev_t6_yield_vegetables_fsrp22_10,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,crop_yield,"{""opt_low"": 23, ""opt_high"": 43, ""unit"": ""percent_change"", ""source_note"": ""Yr-3 intermediate: +23%; end-target (Yr-7): +43% yield change in vegetables/fruits for directly benefiting households""}",,nbs_effect,literature_relationship,primary_measured,practice_technology,,low,"crops (vegetables, fruits) 
 
 
 
23 
 
 
 
43",85,false,"Change in yields of targeted crops (vegetables, fruits)",,,"[VERIFY-FLAG scope: off_scope — off-scope / not a suitability claim] World Bank FSRP Phase 1 (P178566) results framework, page 76, 2022.",page,,,,,,,,2026-06-18.section-scope
